"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000061164","IMBRO/A","2025-04-11T02:54:57+02:00","1993-11-15T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"ammonium","289","NH4","1993-11-15","2.01","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1993-11-15","1.81","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-11-15","1000.0","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-11-15","1050.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-11-15","6100.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-11-15","730.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1993-11-15","370.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1993-11-15","200.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-11-15","5760.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1993-11-15","7.5","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1993-11-15","2761.0","mS/m",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1993-11-15","370.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-11-15","11200.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
