"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000055898","IMBRO/A","2025-04-10T18:53:33+02:00","1988-11-16T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kwik","1097","Hg","1988-11-16","0.05","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1988-11-16","1056.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1988-11-16","882.0","mg/l",,,,"onbeslist"
"lood","1116","Pb","1988-11-16","18.1","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1988-11-16","14880.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1988-11-16","27.17","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1988-11-16","0.5","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1988-11-16","13100.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","1988-11-16","0.2","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1988-11-16","751.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1988-11-16","210.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1988-11-16","7350.0","mg/l",,,,"onbeslist"
"Zuurgraad","1398","pH","1988-11-16","6.86","1",,,,"goedgekeurd"
"mangaan","1128","Mn","1988-11-16","530.0","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1988-11-16","830.92","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1988-11-16","0.5","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1988-11-16","30.0","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1988-11-16","16.4","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1988-11-16","12.4","ug/l",,,,"goedgekeurd"
,,,,,,,,,
