"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033866","IMBRO/A","2023-01-13T20:09:00+01:00","2009-03-23T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.07","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","328.0","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","554.81","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","12.1","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.47","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2009-03-23","33.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","2009-03-23","0.7","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","2009-03-23","83.6","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2009-03-23","864.38","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2009-03-23","0.84","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2009-03-23","0.8","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2009-03-23","332.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2009-03-23","6.89","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2009-03-23","532.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2009-03-23","1.29","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2009-03-23","0.18","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2009-03-23","1169.7","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2009-03-23","3730.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2009-03-23","37.1","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2009-03-23","87.73","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2009-03-23","628.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2009-03-23","11.13","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2009-03-23","323.2","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2009-03-23","0.09","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2009-03-23","0.18","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2009-03-23","1.1","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2009-03-23","217.09","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2009-03-23","10.5","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2009-03-23","0.219","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2009-03-23","0.008","ug/l",,,,"goedgekeurd"
,,,,,,,,,
