"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000063307","IMBRO/A","2025-04-11T10:49:50+02:00","1994-12-08T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"magnesium","1125","Mg","1994-12-08","615.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1994-12-08","160.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1994-12-08","7.0","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1994-12-08","2266.0","mS/m",,,,"goedgekeurd"
"mangaan","1128","Mn","1994-12-08","800.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1994-12-08","13.08","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1994-12-08","7700.0","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","1994-12-08","14.0","ug/l",,,,"onbeslist"
"arseen","310","As","1994-12-08","20.0","ug/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1994-12-08","1000.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1994-12-08","340.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1994-12-08","10200.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1994-12-08","450.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1994-12-08","5020.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
