"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000000955","IMBRO/A","2022-11-25T12:19:51+01:00","1991-07-09T12:00:00+02:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1991-07-09","38.1","mg/l",,,,"goedgekeurd"
"barium","333","Ba","1991-07-09","15.55","ug/l",,,,"goedgekeurd"
"arseen","310","As","1991-07-09","0.07","ug/l",,,"<","goedgekeurd"
"aluminium","284","Al","1991-07-09","18.83","ug/l",,,"<","goedgekeurd"
"Zuurgraad","1398","pH","1991-07-09","7.75","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1991-07-09","21.7","mS/m",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1991-07-09","0.35","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1991-07-09","8.57","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1991-07-09","120.44","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1991-07-09","2.76","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1991-07-09","0.09","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1991-07-09","2.07","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1991-07-09","0.03","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1991-07-09","0.11","ug/l",,,"<","onbeslist"
"ammonium","289","NH4","1991-07-09","0.1","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1991-07-09","7.7","mg/l",,,,"onbeslist"
"mangaan","1128","Mn","1991-07-09","120.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1991-07-09","2.85","mg/l",,,,"goedgekeurd"
"kalium","920","K","1991-07-09","0.73","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1991-07-09","131.15","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1991-07-09","670.0","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1991-07-09","2.41","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","1991-07-09","0.52","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1991-07-09","6.54","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","1991-07-09","0.59","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
