"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033444","IMBRO/A","2023-01-13T19:42:38+01:00","2002-05-27T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","64.3","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","11.1","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.1","1","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","391.08","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2002-05-27","53.96","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2002-05-27","0.15","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2002-05-27","71.412","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2002-05-27","7.303","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2002-05-27","1.04","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2002-05-27","1.271","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","2002-05-27","0.204","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2002-05-27","1.441","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2002-05-27","225.183","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2002-05-27","3496.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2002-05-27","1.525","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2002-05-27","14.586","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2002-05-27","66.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2002-05-27","0.07","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2002-05-27","5.747","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2002-05-27","1.174","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2002-05-27","13.078","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2002-05-27","105.17","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2002-05-27","0.056","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2002-05-27","0.02","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
