"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035778","IMBRO/A","2023-01-13T22:09:53+01:00","2005-05-10T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","98.5","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","574.875","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","11.8","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.86","1","goedgekeurd",,,,
"zuurstof","1701","O2","0.1","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2005-05-10","3.2","ug/l",,,,"goedgekeurd"
"arseen","310","As","2005-05-10","92.6","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2005-05-10","3.6","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2005-05-10","37.6","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2005-05-10","0.24","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2005-05-10","0.53","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2005-05-10","105.5","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2005-05-10","7.7","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2005-05-10","1.077","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2005-05-10","40.9","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2005-05-10","859.0","ug/l",,,,"goedgekeurd"
"kobalt","527","Co","2005-05-10","0.1","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2005-05-10","1800.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2005-05-10","64.3","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2005-05-10","46.2","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2005-05-10","81.7","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2005-05-10","2.8","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2005-05-10","16.4","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2005-05-10","0.82","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2005-05-10","0.05","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2005-05-10","0.72","ug/l",,,,"goedgekeurd"
"vanadium","1642","V","2005-05-10","0.54","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2005-05-10","92.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2005-05-10","5.1","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2005-05-10","0.01","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2005-05-10","0.002","ug/l",,,,"goedgekeurd"
,,,,,,,,,
