nitraat,fosfaat,Temperatuur,Zuurgraad,BroID,analysedatum
17.454,,11.2,6.65,GAR000000038054,1995-02-03 12:00:00+01:00
17.442,,9.7,6.98,GAR000000038055,1996-10-04 13:00:00+02:00
0.961,,10.5,7.07,GAR000000038056,1994-09-02 12:00:00+01:00
1.443,,10.5,6.88,GAR000000038057,1996-10-04 13:00:00+02:00
21.015,,10.9,7.02,GAR000000038059,1997-07-15 13:00:00+02:00
38.654,,10.5,6.91,GAR000000038061,1999-11-05 13:00:00+02:00
4.784,,10.5,7.22,GAR000000038067,1994-09-02 12:00:00+01:00
2.138,,10.3,6.82,GAR000000038088,1995-02-03 12:00:00+01:00
5.996,,10.9,6.7,GAR000000038090,1998-04-27 13:00:00+02:00
