nitraat,fosfaat,Temperatuur,Zuurgraad,BroID,analysedatum
0.069,,11.1,5.43,GAR000000033252,1994-08-02 12:00:00+01:00
0.074,,10.2,5.37,GAR000000033259,1995-02-03 12:00:00+01:00
0.057,,10.5,5.68,GAR000000033333,1994-08-02 12:00:00+01:00
0.112,,10.3,5.52,GAR000000033337,1995-02-03 12:00:00+01:00
