"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035993","IMBRO/A","2023-01-13T22:22:30+01:00","1990-04-11T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1990-04-11","18.83","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1990-04-11","3.48","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1990-04-11","65.36","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1990-04-11","1443.39","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1990-04-11","0.78","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1990-04-11","1.02","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1990-04-11","581.92","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1990-04-11","7.62","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1990-04-11","383.69","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1990-04-11","1.43","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1990-04-11","336.85","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1990-04-11","949.14","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1990-04-11","1780.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1990-04-11","54.36","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1990-04-11","119.94","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1990-04-11","150.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1990-04-11","10.2","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1990-04-11","842.43","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1990-04-11","0.59","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","1990-04-11","2.07","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1990-04-11","6.54","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1990-04-11","140.95","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1990-04-11","4.94","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1990-04-11","0.28","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1990-04-11","0.11","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
