"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000037997","IMBRO/A","2023-01-16T14:54:12+01:00","1994-04-27T13:00:00+02:00","onderwaterpomp","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.5","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.0","1","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","112.5","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1994-04-27","26.98","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1994-04-27","83.497","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1994-04-27","46.578","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1994-04-27","0.635","ug/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1994-04-27","0.124","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1994-04-27","344.999","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1994-04-27","499.434","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1994-04-27","22.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1994-04-27","1.955","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1994-04-27","32.041","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1994-04-27","4.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1994-04-27","0.014","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","1994-04-27","27.174","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1994-04-27","0.207","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1994-04-27","163.475","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1994-04-27","237.871","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1994-04-27","0.588","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1994-04-27","28.412","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1994-04-27","0.315","ug/l",,,,"goedgekeurd"
,,,,,,,,,
