"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000038039","IMBRO/A","2023-01-16T14:56:47+01:00","1998-08-20T13:00:00+02:00","onderwaterpomp","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","6.77","1","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","140.3","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","11.5","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1998-08-20","13.49","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1998-08-20","2.248","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1998-08-20","67.017","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1998-08-20","45.66","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1998-08-20","3.536","ug/l",,,,"goedgekeurd"
"koper","971","Cu","1998-08-20","0.699","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1998-08-20","318.524","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1998-08-20","0.087","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1998-08-20","314.212","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1998-08-20","495.053","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1998-08-20","28.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1998-08-20","2.033","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1998-08-20","32.259","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1998-08-20","4.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1998-08-20","0.014","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1998-08-20","26.898","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1998-08-20","3.991","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1998-08-20","143.858","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1998-08-20","236.376","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1998-08-20","26.633","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1998-08-20","0.247","ug/l",,,,"goedgekeurd"
,,,,,,,,,
