"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012415","IMBRO/A","2023-01-09T10:12:31+01:00","1992-05-15T12:00:00+02:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.2","1","goedgekeurd",,,,
"Temperatuur","1522","T","10.5","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","36.3","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Zuurgraad","1398","pH","1992-05-15","7.12","1",,,,"goedgekeurd"
"chloride","508","Cl","1992-05-15","16.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1992-05-15","10460.0","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","1992-05-15","13.0","ug/l",,,"<","goedgekeurd"
"natrium","1262","Na","1992-05-15","11.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1992-05-15","1.43","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1992-05-15","1.2","ug/l",,,,"goedgekeurd"
"strontium","1501","Sr","1992-05-15","164.0","ug/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1992-05-15","214.0","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1992-05-15","34.3","mS/m",,,,"goedgekeurd"
"magnesium","1125","Mg","1992-05-15","1.9","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1992-05-15","6.5","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1992-05-15","5.39","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1992-05-15","0.1","ug/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1992-05-15","0.02","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1992-05-15","0.6","ug/l",,,"<","goedgekeurd"
"kalium","920","K","1992-05-15","0.5","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1992-05-15","0.59","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1992-05-15","0.02","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","1992-05-15","310.0","ug/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1992-05-15","0.2","mg/l",,,,"goedgekeurd"
"barium","333","Ba","1992-05-15","33.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1992-05-15","68.4","mg/l",,,,"goedgekeurd"
,,,,,,,,,
