"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000033365","IMBRO/A","2023-01-13T19:38:00+01:00","2013-08-13T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","8.1","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","83.0","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.24","1","goedgekeurd",,,,
"Temperatuur","1522","T","12.0","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","337.755","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2013-08-13","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2013-08-13","0.3","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2013-08-13","34.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2013-08-13","40.9","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2013-08-13","1.1","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2013-08-13","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2013-08-13","89.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2013-08-13","7.11","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2013-08-13","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2013-08-13","58.32","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2013-08-13","338.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2013-08-13","50.0","ug/l",,,"<","goedgekeurd"
"kalium","920","K","2013-08-13","2.6","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2013-08-13","13.63","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2013-08-13","4.0","ug/l",,,"<","goedgekeurd"
"ammonium","289","NH4","2013-08-13","0.05","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","2013-08-13","12.3","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2013-08-13","1.5","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2013-08-13","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2013-08-13","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2013-08-13","144.3","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2013-08-13","0.4","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2013-08-13","16.608","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2013-08-13","0.05","ug/l",,,"<","goedgekeurd"
"antimoon","301","Sb","2013-08-13","0.1","ug/l",,,"<","goedgekeurd"
"kobalt","527","Co","2013-08-13","0.1","ug/l",,,"<","goedgekeurd"
"molybdeen","1243","Mo","2013-08-13","0.3","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
