"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035099","IMBRO/A","2023-01-13T21:29:18+01:00","1993-06-16T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","5.75","1","goedgekeurd",,,,
"Temperatuur","1522","T","9.9","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","20.4","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1993-06-16","13.49","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1993-06-16","0.15","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","1993-06-16","52.185","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-06-16","20.547","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1993-06-16","0.062","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1993-06-16","25.696","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1993-06-16","114.782","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-06-16","11.0","ug/l",,,"<","goedgekeurd"
"kalium","920","K","1993-06-16","1.603","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-06-16","6.199","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-06-16","2.0","ug/l",,,"<","goedgekeurd"
"natrium","1262","Na","1993-06-16","17.059","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-06-16","6.539","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1993-06-16","8.252","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1993-06-16","0.456","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1993-06-16","6.293","mg/l",,,,"goedgekeurd"
,,,,,,,,,
