"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035100","IMBRO/A","2023-01-13T21:29:21+01:00","1992-06-25T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1992-06-25","13.49","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1992-06-25","0.07","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","1992-06-25","54.67","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1992-06-25","21.94","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1992-06-25","0.64","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","1992-06-25","21.24","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1992-06-25","5.57","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1992-06-25","6.71","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1992-06-25","22.86","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1992-06-25","118.97","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1992-06-25","100.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1992-06-25","1.61","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1992-06-25","6.58","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1992-06-25","0.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1992-06-25","0.01","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","1992-06-25","17.62","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1992-06-25","5.63","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1992-06-25","0.27","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1992-06-25","7.36","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1992-06-25","8.7","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1992-06-25","0.48","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1992-06-25","7.29","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1992-06-25","0.15","ug/l",,,,"goedgekeurd"
,,,,,,,,,
