"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004570","IMBRO/A","2022-12-02T19:51:23+01:00","1957-09-12T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"waterstofcarbonaat","374","HCO3","120.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"nitraat","1270","NO3","1957-09-12","0.0045","mg/l",,,"<","onbeslist"
"magnesium","1125","Mg","1957-09-12","2.6","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1957-09-12","1100.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1957-09-12","0.14","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1957-09-12","13.3","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","1957-09-12","0.006","mg/l",,,"<","goedgekeurd"
"fosfaat","1334","PO4","1957-09-12","0.05","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1957-09-12","19.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1957-09-12","34.4","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1957-09-12","3.7","mg/l",,,,"onbeslist"
,,,,,,,,,
