"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000004310","IMBRO/A","2022-12-02T19:41:17+01:00","1998-11-11T11:00:00+01:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","12.5","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","154.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"natrium","1262","Na","1998-11-11","25.0","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1998-11-11","0.11","mg/l",,,"<","goedgekeurd"
"chloride","508","Cl","1998-11-11","25.0","mg/l",,,,"onbeslist"
"kalium","920","K","1998-11-11","1.5","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1998-11-11","1.1","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1998-11-11","5.0","mg/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","1998-11-11","100.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1998-11-11","3.4","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","1998-11-11","3.11","mg/l",,,,"onbeslist"
"ijzer","879","Fe","1998-11-11","310.0","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1998-11-11","0.2","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1998-11-11","29.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1998-11-11","0.06","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","1998-11-11","0.006","mg/l",,,"<","goedgekeurd"
,,,,,,,,,
