"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035682","IMBRO/A","2023-01-13T22:05:13+01:00","2020-08-18T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","1.0","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","93.2","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","392.17","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","10.9","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.31","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kalium","920","K","2020-08-18","3.546","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2020-08-18","8.589","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2020-08-18","152.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2020-08-18","0.49","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2020-08-18","68.334","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2020-08-18","0.5","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","2020-08-18","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2020-08-18","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2020-08-18","127.01","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2020-08-18","7.965","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2020-08-18","0.029","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2020-08-18","0.05","ug/l",,,"<","goedgekeurd"
"aluminium","284","Al","2020-08-18","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2020-08-18","0.205","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2020-08-18","20.254","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2020-08-18","106.956","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2020-08-18","0.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2020-08-18","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2020-08-18","92.9","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2020-08-18","7.29","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2020-08-18","0.217","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2020-08-18","14.247","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2020-08-18","521.404","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2020-08-18","148.0","ug/l",,,,"goedgekeurd"
,,,,,,,,,
