"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000056202","IMBRO/A","2025-04-10T19:20:11+02:00","1989-12-06T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"calcium","447","Ca","1989-12-06","566.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1989-12-06","6.72","1",,,,"goedgekeurd"
"ijzer","879","Fe","1989-12-06","22800.0","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1989-12-06","1062.0","mS/m",,,,"goedgekeurd"
"zink","1693","Zn","1989-12-06","60.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1989-12-06","5875.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1989-12-06","90.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1989-12-06","560.0","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1989-12-06","1440.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1989-12-06","8.15","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1989-12-06","13330.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1989-12-06","1448.0","mg/l",,,,"goedgekeurd"
"kwik","1097","Hg","1989-12-06","0.05","ug/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1989-12-06","636.0","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1989-12-06","49.1","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","1989-12-06","0.5","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","1989-12-06","0.83","ug/l",,,,"goedgekeurd"
"arseen","310","As","1989-12-06","0.02","ug/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","1989-12-06","0.09","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1989-12-06","0.88","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1989-12-06","21.5","ug/l",,,,"goedgekeurd"
,,,,,,,,,
