"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000063731","IMBRO/A","2025-04-11T11:31:55+02:00","2003-01-13T11:00:00+01:00","onbekend","2",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","9.8","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"fosfor totaal","4188","Ptot","2003-01-13","0.42","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2003-01-13","2860.0","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","2003-01-13","0.14","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2003-01-13","9380.0","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2003-01-13","970.0","mg/l",,,,"goedgekeurd"
"stikstof Kjeldahl","4064","NKj","2003-01-13","5.0","mg/l",,,,"onbeslist"
"zink","1693","Zn","2003-01-13","31.0","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2003-01-13","5.0","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","2003-01-13","5.0","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2003-01-13","19.0","ug/l",,,,"goedgekeurd"
"chroom","517","Cr","2003-01-13","2.5","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2003-01-13","0.4","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2003-01-13","5.0","ug/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2003-01-13","8.86","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2003-01-13","748.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","2003-01-13","5.8","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2003-01-13","890.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2003-01-13","40.0","ug/l",,,,"onbeslist"
"magnesium","1125","Mg","2003-01-13","616.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2003-01-13","462.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","2003-01-13","161.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2003-01-13","5020.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2003-01-13","7.6","1",,,,"onbeslist"
"aluminium","284","Al","2003-01-13","5.0","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
